8.89E-01,,
9.09E-01,,
8.69E-01,,
9.09E-01,,
8.69E-01,,
8.89E-01,,0.889747475
8.89E-01,,
8.79E-01,,
8.69E-01,,0.016743852
8.99E-01,,
8.89E-01,,
8.99E-01,,
8.99E-01,,
9.09E-01,,
9.09E-01,,
8.89E-01,,
9.09E-01,,
8.89E-01,,
8.99E-01,,
8.79E-01,,
8.79E-01,,
8.89E-01,,
8.89E-01,,
8.89E-01,,
8.89E-01,,
8.99E-01,,
8.89E-01,,
8.48E-01,,
8.48E-01,,
8.69E-01,,
8.89E-01,,
8.99E-01,,
9.09E-01,,
8.89E-01,,
8.79E-01,,
8.69E-01,,
9.09E-01,,
8.89E-01,,
8.99E-01,,
8.99E-01,,
8.89E-01,,
8.79E-01,,
8.69E-01,,
8.89E-01,,
9.09E-01,,
8.79E-01,,
9.09E-01,,
8.99E-01,,
8.99E-01,,
8.89E-01,,
8.89E-01,,
8.89E-01,,
8.89E-01,,
8.48E-01,,
8.89E-01,,
8.99E-01,,
9.19E-01,,
9.09E-01,,
8.99E-01,,
8.99E-01,,
8.79E-01,,
9.19E-01,,
8.89E-01,,
8.69E-01,,
8.89E-01,,
8.89E-01,,
8.69E-01,,
9.19E-01,,
8.99E-01,,
8.89E-01,,
9.09E-01,,
8.89E-01,,
8.89E-01,,
9.09E-01,,
8.79E-01,,
8.79E-01,,
8.99E-01,,
8.89E-01,,
8.89E-01,,
8.79E-01,,
8.89E-01,,
8.89E-01,,
8.89E-01,,
8.89E-01,,
8.69E-01,,
8.79E-01,,
8.69E-01,,
8.59E-01,,
8.79E-01,,
8.59E-01,,
8.99E-01,,
8.79E-01,,
8.99E-01,,
8.89E-01,,
8.79E-01,,
8.89E-01,,
8.89E-01,,
8.99E-01,,
8.99E-01,,
8.99E-01,,
8.89E-01,,
8.79E-01,,
8.89E-01,,
8.89E-01,,
8.69E-01,,
8.99E-01,,
8.99E-01,,
9.09E-01,,
9.19E-01,,
8.59E-01,,
8.99E-01,,
8.59E-01,,
8.99E-01,,
8.99E-01,,
9.09E-01,,
8.69E-01,,
9.29E-01,,
8.99E-01,,
8.79E-01,,
8.59E-01,,
9.39E-01,,
9.09E-01,,
8.89E-01,,
9.09E-01,,
9.09E-01,,
8.99E-01,,
9.09E-01,,
8.79E-01,,
8.99E-01,,
8.59E-01,,
8.99E-01,,
8.79E-01,,
8.99E-01,,
8.99E-01,,
8.99E-01,,
8.79E-01,,
8.79E-01,,
8.99E-01,,
8.89E-01,,
9.19E-01,,
8.89E-01,,
8.79E-01,,
8.79E-01,,
8.99E-01,,
8.89E-01,,
8.99E-01,,
8.89E-01,,
8.69E-01,,
8.99E-01,,
8.99E-01,,
8.38E-01,,
8.89E-01,,
8.59E-01,,
9.09E-01,,
8.69E-01,,
8.99E-01,,
8.69E-01,,
8.99E-01,,
9.09E-01,,
8.38E-01,,
8.59E-01,,
9.09E-01,,
8.79E-01,,
8.89E-01,,
9.09E-01,,
8.79E-01,,
8.99E-01,,
8.89E-01,,
8.79E-01,,
8.99E-01,,
8.99E-01,,
8.48E-01,,
9.19E-01,,
8.99E-01,,
8.79E-01,,
8.99E-01,,
9.09E-01,,
8.89E-01,,
9.09E-01,,
8.89E-01,,
8.99E-01,,
8.99E-01,,
8.79E-01,,
8.89E-01,,
8.99E-01,,
9.09E-01,,
8.79E-01,,
9.09E-01,,
8.99E-01,,
8.69E-01,,
8.79E-01,,
8.99E-01,,
8.89E-01,,
8.89E-01,,
8.48E-01,,
8.79E-01,,
8.99E-01,,
8.99E-01,,
8.99E-01,,
9.09E-01,,
